photo,title,city,state,country,latitude,longitude
geotagged/GOPR1690.JPG,2,<a href=geotagged/GOPR1690.JPG target=_blank><img src =geotagged/thumb/GOPR1690.JPG width=200></a><br>45.4929-12.6098,Cycloscope Project,5,45.4929,12.6098
geotagged/GOPR1700.JPG,2,<a href=geotagged/GOPR1700.JPG target=_blank><img src =geotagged/thumb/GOPR1700.JPG width=200></a><br>45.5056-12.6437,Cycloscope Project,5,45.5056,12.6437
geotagged/GOPR1710.JPG,2,<a href=geotagged/GOPR1710.JPG target=_blank><img src =geotagged/thumb/GOPR1710.JPG width=200></a><br>45.5139-12.671,Cycloscope Project,5,45.5139,12.671
geotagged/GOPR1720.JPG,2,<a href=geotagged/GOPR1720.JPG target=_blank><img src =geotagged/thumb/GOPR1720.JPG width=200></a><br>45.5255-12.7056,Cycloscope Project,5,45.5255,12.7056
geotagged/GOPR1730.JPG,2,<a href=geotagged/GOPR1730.JPG target=_blank><img src =geotagged/thumb/GOPR1730.JPG width=200></a><br>45.5436-12.7235,Cycloscope Project,5,45.5436,12.7235
geotagged/GOPR1740.JPG,2,<a href=geotagged/GOPR1740.JPG target=_blank><img src =geotagged/thumb/GOPR1740.JPG width=200></a><br>45.5517-12.7419,Cycloscope Project,5,45.5517,12.7419
geotagged/GOPR1750.JPG,2,<a href=geotagged/GOPR1750.JPG target=_blank><img src =geotagged/thumb/GOPR1750.JPG width=200></a><br>45.5553-12.7735,Cycloscope Project,5,45.5553,12.7735
geotagged/GOPR1760.JPG,2,<a href=geotagged/GOPR1760.JPG target=_blank><img src =geotagged/thumb/GOPR1760.JPG width=200></a><br>45.5634-12.7903,Cycloscope Project,5,45.5634,12.7903
geotagged/GOPR1770.JPG,2,<a href=geotagged/GOPR1770.JPG target=_blank><img src =geotagged/thumb/GOPR1770.JPG width=200></a><br>45.5663-12.8054,Cycloscope Project,5,45.5663,12.8054
geotagged/GOPR1780.JPG,2,<a href=geotagged/GOPR1780.JPG target=_blank><img src =geotagged/thumb/GOPR1780.JPG width=200></a><br>45.5708-12.8003,Cycloscope Project,5,45.5708,12.8003
geotagged/GOPR1790.JPG,2,<a href=geotagged/GOPR1790.JPG target=_blank><img src =geotagged/thumb/GOPR1790.JPG width=200></a><br>45.5735-12.8034,Cycloscope Project,5,45.5735,12.8034
geotagged/GOPR1800.JPG,2,<a href=geotagged/GOPR1800.JPG target=_blank><img src =geotagged/thumb/GOPR1800.JPG width=200></a><br>45.5735-12.8034,Cycloscope Project,5,45.5735,12.8034
geotagged/GOPR1810.JPG,2,<a href=geotagged/GOPR1810.JPG target=_blank><img src =geotagged/thumb/GOPR1810.JPG width=200></a><br>45.5831-12.8272,Cycloscope Project,5,45.5831,12.8272
geotagged/GOPR1820.JPG,2,<a href=geotagged/GOPR1820.JPG target=_blank><img src =geotagged/thumb/GOPR1820.JPG width=200></a><br>45.6092-12.8033,Cycloscope Project,5,45.6092,12.8033
geotagged/GOPR1830.JPG,2,<a href=geotagged/GOPR1830.JPG target=_blank><img src =geotagged/thumb/GOPR1830.JPG width=200></a><br>45.6321-12.7745,Cycloscope Project,5,45.6321,12.7745
geotagged/GOPR1840.JPG,2,<a href=geotagged/GOPR1840.JPG target=_blank><img src =geotagged/thumb/GOPR1840.JPG width=200></a><br>45.6412-12.7568,Cycloscope Project,5,45.6412,12.7568
